,text
3097,attle hated declining kind invitation north us formation seems broken men need immediate relief ” arjuna pondering thus javelin came hurtling arjuna another towards janardana wild anger arjuna sent three well aimed shafts compelled susanna turn back lost t
3098,ime drove quickly bhagadatta havoc soon arjuna ’ car seen pandava forces rallied soon arjuna reached lines bhagadatta bhagadatta attacked arjuna supratika like destroyer incarnate vasudeva ’ skill avoided shock time beast char ged bhagadatta showered arrow
3099,s arjuna krishna arjuna ’ arrows broke elephant ’ armour began hurt beast bhagadatta saw elephant could longe r stand attack hurled javelin krishna arjuna met shaft bow broke two bhagadatta dischar ged another javelin struck dhananjaya ’ helmet readjusting
3100, helmet arjuna bent bow exclaiming “ bhagadatta take last look world prepare death ” bhagadatta veteran advanced age grey hair wrinkles noble old face gave intrepid appearance lion indeed old skin hung loose eyes tied folds forehead silk kerchief might int
3101,erfere sight bhagadatta renowned valour purity ofcharacter conduct one illustrious among brave men time men gave title “ friend indra ” recognition greatness “ look around last time ” said arjuna great man hurled shafts whic h broke bow shattered quiver pi
3102,erce joints armour days warriors heavy armour secret hitting weak points joints moving parts specially studied kshatriyas important part military training deprive weapons bhugadatta hurled elephant goad arjuna sent deadly aim charged vaishnava mantra would
3103, killed arjuna krishna came presented target missile settled chest shining necklace char ged mantra vishnu could hurt vishnu became lord ’ jewelled garland round neck “ janardana offered target enemy ’ missile said would charioteer leave fighting could ” p
3104,rotested arjuna “ beloved arjun understand shaft would killed hit really thing came back lawful owner ” krishn said laughed partha sent arrow entered head bhagadatta ’ elephant serpent enters ant hill bhagadatta tried urge great beast forward stood stark r
3105,igid loud command went vain even words man lost wealth disregarded wife like great hill elephant stood rigid moment suddenly sank drivi ng tusks earth yielded ghost agonised squeal arjuna somewhat grieved death noble animal able slay bhagadatta without kil
3106,ling beast arjuna ’ shafts tore silken napkin bound folds aged king ’ forehead blinded hanging wrinkles soon asharp crescent h eaded shaft came pierced chest bhagadatta fell like great tree storm golden necklace shining like flowers uprooted tree kaurava f
3107,orces fell utter confusion sakuni ’ brothers vrisha achala tried best oppose arjuna attacked front rear chariots soon dashed pieces stricken dead field like two lion cubs looked much alike equally noble appearance poet says bodies two valiant heroes flee r
3108,est fled shed strange lustre around sakuni full anger saw brave incomparable brothers lying dead field attacked arjuna fiercely used weapons illusion skilled arjuna ’ strok es broke charms rendered useless sakuni leave field fast horses could bear pandava 
3109,forces attacked drona ’ army wrought great havoc till sun set twelfth day ’ fight ended drona gave orders cease fighting kaurava forces lost heavily retired sullen dejection camp pandava army hand high spirits warriors gathered round camp fires cheerful ta
3110,lk praise arjuna heroes led victory chapter lxxix abhimanyu earl next morning duryod hana went dronacharya state bitterness anger customary salutation address ed thus presence lar ge number generals “ esteemed brahmana yudhishthira quite within reach yeste
3111,rday really wished take one could prevented yet take events yesterday inexplicable understand makes hard carry promise v erily great men un understandable ” dronacharya exceedingly hurt insulting insinuation “ duryodhana ” said “ putting forth behalf stren
3112,gth skill possess entertai n thoughts unworthy king long arjuna presen supporting yudhishthira possible us seize told alread manage somehow get arjuna battlefield hope carry plan desire devising ways attain objective ” thus drona nobly conqu er anger seek 
3113,comfort duryodhana distress thirteent h day sams aptakas challenged arjuna battle accordingly went attack arrayed south main battlefront battle fought samsaptakas arjuna fiercest ever seen heard till day dhananjaya left main front meeting samsaptakas drona
3114, rearranged army lotus formation attacked yudhishthira fiercely bhima satyaki chekitana dhrishtadyumna kuntibhoja drupada ghatotkacha yudhamanyu sikhandin uttamaujas virata kekayas srinjayas many others opposed resistance seemed paralysed violence drona ’ 
3115,offensive abhimanyu son arjuna subhadra still adolescent already recognition mighty man arms even equal hisfather uncle battle udhishthira called abhimanyu said “ dear son dronacharya harry ing army greatly arjuna absent defeated absence grieved beyond mea
3116,sure one among us able break drona ’ array know one else ask take task ” “ ” replied abhimanyu “ instructed father penetrate formation certainly forcing way unfortunately become necessary come shall loss yet uninstructed art extrication ” “ valiant boy bre
3117,ak impreg nable formation open passage us shall break wake shall face danger question arise come ” bhimasena supported yudhishthira ’ proposal “ shall immediately behind enter succeed breaking enemy ’ formation also dhrishtadyumna satvaki panchalas keka ya
3118,s forces matsy adesa break formation alone shall rest smash kaurava army ” abhimanyu thought father krishna feeling encouraged said bhimasena yudhishthira impelled gallant nature undertook adventure “ shall please great father uncle ” said enthusias “ let 
3119,valour staked ” “ may prowess grow said udhishthira blessed youth “ sumitra see drona ’ flag flying drive straight fast point ” said abhimanyu charioteer “ faster faster ” ur ged abhimanyu sped along “ may gods protect ” said charioteer “ yudhishthira plac
3120,ed great burden youn g shoulders think well pierce drona ’ array enter acharya unrivalled skill experience though equal valour long years back ” abhimanyu smiled replied “ friend krishna nephew son arjuna advantage fear dare approach enemies sixteenth part
3121, strength drive fast towards drona ’ division hesitate ” charioteer obeyed golden chariot yoked beautiful young horses approached soldiers kaurava army shouted “ abhimanyu coming come ” pandavas followed abhimanyu close behind kaurava warriors perturbed sa
3122,w abhimanyu ’ chariot approach great speed “ one greater valour arjuna ” thought began lose heart like young lion herd elephants abhimanyu rushed ripple kaurava ranks bent headlong onslaught bend soon becam e break drona ’ eyes formation breached abhimanyu
3123, entered breach closed inspiration jayadratha king sindhus pandava warriors could force way according plan abhimanyu alone kaurava warriors opposed fell like moths fire one another abhima nyu ’ shafts searched weak points armour enemies bodies soldiers lay
3124, strewn field like kusa grass sacrificia l platform bows arrows swords shields javelins pieces harness chariot canopies axes maces spears whips conchs along severed heads limbs slain warriors covered field seeing destruction wrought abhimanyu duryodhana wr
3125,ath rushed person oppose youthful warrior drona learnt king engaged battle abhimanyu became anxious sent veterans protect duryodhana great difficulty managed rescue king boy hero greatly disappointed escape duryodhana vented anger warriors come rescue put 
3126,headlong flight throwing away sense shame chivalry large number veteran warriors made combined simultaneous attack hero found alone surrounded enemies sides even sides rock receives rising tide sea arjuna ’ son withstood united onslaught drona aswatthama k
3127,ripa karna sakuni salya many great warriors chariots equipped arms surged attack young hero dashed back baffled broken asmaka rode chariot great speed abhimanyu ’ smiling abhimanyu sent shafts disposed time karna ’ armour pierced salya badly wounded sat un
3128,able move chariot salya ’ brother came great wrath avenge brother ’ disgrace fell chariot broken pieces thus abhimanyu alone unsupported oppose host veteran warriors show skill use arms learnt illustrious father vasudeva uncle seeing poet says dronacharya 
3129,’ eyes filled tears af fectionate admiration “ ever fighter equal boy abhimanyu ” exclaimed drona kripa hearing duryodhana could contain anger “ acharya ’ partiality arjuna prevents killing abhimanyu ” duryodhana said “ sings praises instead fighting indee
3130,d acharya minded dispose abhimanyu would take long ” often duryodhana suspect complain manner bhishma drona undertaken war adharma often led speak manner hurt feelings acharyas stood loyally even saw wickedness ways duhsasana roared anger exclaiming “ obst
3131,inate lad perish ” led chariot forward attack abhimanyu chariots abhimauyu duhsasana made wonderful movement battle raged long duhsasana struck senseless car charioteer managed drive away field saving duhsasana ’ life karna attacked abhimanyu shafts harass
3132,ed greatly one abhima nyu ’ arrows felled karna ’ bow young warrior followed advantage vigorously put karna supporters flight kaurava forces saw completely demoralised army confusion men fled directions caring drona ’ shouts remonstrance abhimanyu destroye
3133,d stood fire destroys dry jungle summer chapter lxxx death abhimanyu pandavas proceeding according plan closely followed abhimanyu broke kaurava formation dhritarashtra ’ son law jayad ratha gallant king sindhus swooped upon pandavas forces enabled breach 
3134,formation effectively solidly closed pandavas found impossible force way yudhishthira hurled javelin cut jayadratha ’ bow instant saindhava took another bow sent unerring shafts dharmaputra bhimasena ’ arrows made deadly work crashing canopy flagstaf f jay
3135,adratha ’ car saindhava alert armed time equipment broken killed bhima ’ chariot horses latter go satyaki ’ car manner jayadratha stubborn valour prevented pandavas entering ahhimanyu ’ wake young hero thus isolated surrounded kaurava forces son subhadra h
3136,owever undaunted attacked warriors around slew great number like rivers losing ocean soldiers went attack disappeared arrows kaurava army reeled abhimanyu ’ onslaughts duryodhana ’ son lakshmana gallant young warrior charged abhimanyu saw retreating soldie
3137,rs came back supported lakshmana showering arrows abhimanyu like rain falling hill still arjuna ’ son undaunted shaft came swift shining like serpent fresh sloughed pierced lakshmana handsome youth beautiful nose eyebrows hair lay dead held kaurava soldier
3138,s filled grief “ hell wicked abhi manyu ” shouted duryodhana six great warriors drona kripa karna aswathama brihatbala kritavarma closed upon abhimanyu “ impossible pierce youth ’ armour ” said drona karna “ aim reins horses cut disable thus attack behind 
3139,” son surya accordingly abhimanyu ’ bow broke n shaft dischar ged behind horses charioteer killed thus disabled young warrior stood field sword shield facing enemies stood dauntless like kshatriyadharma incarnate filled warriors around amazement whirling s
3140,word held numerous warriors surrounded skill confounded seemed feet rest earth wings air drona sent shaft broke abhimanyu ’ sword karna ’ sharp arrows tore shield bits abhimanyu bent taking one chariot wheels whirling like discus stood facing enemies surro
3141,unded dust chariot wheel covered poet says enhanced natural beauty young hero fought fiercely like second vishnu discus soon combined onsla ught warriors surrounded overpowered chariot wheel shattered pieces son duhsasana came closed mortal combat fell tog
3142,ether duhsasana ’ son rose abhimanyu struggling feet struck mace killed “ subhadra ’ son like elephant lily pond single han ded worked havoc kaurava army thus overpowered number killed cruelly ” said sanjaya dhritarashtra “ killed people danced round dead 
3143,body like savage hunters exulting prey good men army grieved tears rolled eyes even birds prey circled overhead making noises seemed cry ‘ thus ’ ‘ thus ’ ” blowing conchs cries victory kaurava army yuyutsu son dhritarashtra approve “ ignoble ” angrily cri
3144,ed “ sold iers forgotten code verily ashamed instead shout brazen cries victory committed wicked deed revel foolish joy blind danger imminent ” saying yuyutsu threw weapon away disgust left battlefield young son dhritarashtra feared sin words sweet kaurava
3145, ears good man spoke mind chapter lxxxi father ’ grief yudhishthira plunged sorrow “ gone sleep knows waking battle overcame drona aswatthama duryodhana like destroying fire enemy forces warrior made duhsasana flee fear dead fight win want kingdom words co
3146,mfort offer arjuna shall say subhadra quivering like cow bereaved calf utter vain words solace serve purpose truly ambition destroys understanding men like fool looking honey falls precipitous pit destroyed desire victory pushed battle front boy whose life
3147, love joy fool like world killed arjuna ’ beloved son instead protecting absence father ” thus yudhishthira lament ing tent around sitting warriors silent sorrowful thought valour youthful hero cruel death always custom vyasa come comfort pandavas whenever
3148, great sorrow great teacher well grandsire appeared yudhishthira sage received honour yudhishthira made sit said “ tried hard find peace mind unable find ” “ wise knower ” said vyasa “ meet allow lost grief manner knowin g nature death right grieve like un
3149,learned ” vyasa proceeded console bereaved dharmaputra “ brahma created living beings filled anxiety ‘ lives multiply soon number beyo nd capacity earth bear seems way coping ’ thought brahm grew flame became bigger bigger threatened destroy creation rudra
3150, came pleaded allaying destructive fire brahma controlled great fire subdued law known mortals death law creator takes many forms suchas war sickness accident keeps balance birth death death thus inescapable law existence ordained good world true wisdom im
3151,patient death grieve immoderately die reason pity pass away may reason indeed grieve remain ” saying words solace krishna dwaipayana retired dhananjaya krishna proceeding towards camp defeating slaying samsaptakas “ govinda know ” said arjuna “ mind ease m
3152,outh feels parched heart troubled great presentiment loss wonde r calamity happened yudhishthira something makes afraid krishna ” “ concerned yudhishthira ” replied krishna “ brothers safe ” way halted evening prayers rem ounting chariot proceeded camp app
3153,roached camp arjuna ’ premonitions calamity increased “ janardana hear usual auspicious music camp soldiers seeing distance hang heads avoid sight strange behaviour part madhava fear greatly think brothers safe confused abhi manyu run meet us today usual a
3154,ccompanied brothers ” entered camp “ wearing sad faces see abhimanyu see glad faces understood drona arrayed army lotus formation one among could pierce far know abhimanyu force way dead teach make way formation slain indeed ” mournful silence downcast eye
3155,s dared meet confirmed worst fears bereaved father burst heart broken lamentation “ alas dear boy indeed become yama ’ guest yudhishthira bhimasena dhrishtadyumna great satyaki allowed son subhadra slain enemy alas comfort shall give subhadra shall say dra
3156,upadi solace given uttara shall give ” vasudeva spoke stricken friend “ beloved arjuna said “ give way thus grief born kshatriyas live die weapons death ever companion taken profession arms go battle determined retreat warriors must ever ready die youn g a
3157,bhimanyu boy attained happy regions whic h grey haired veterans yearn reach battle abhiman yu ’ end indeed prescribed much desired goal kshat riyas give way grief inordinate way brothers kings lose heart stop grieving infuse courage fortitude hearts others
3158, ” dhananjaya desired told full story brave son ’ end yudhjshthira related “ incited abhimanyu enter enemy ’ formation knew alone could among us ‘ make way lotus array shall follow immediately behind great deed please hearts father uncle ’ said youthful he
3159,ro accordingly broke great formation made way went behin according plan wicked jayadratha came ef fectively stopped us caused breach formation closed found unable follow abhimanyu sindh u kept us oh shame kshatriyas could crowd redoubtable warriors hemmed 
3160,thus isolated slew ” heard full story arjuna overwhelmed grief fell ground swoon recove red took oath “ sunset tomorrow shall slay jayadratha caused son ’ death drona kripa come acharyas also shall overwhelmed slain ” saying twanged gandiva string krishna 
3161,blew panchajanya bhima said “ twang arjuna ’ bow blareof krishna ’ conch shall unto sons dhritarashtra summons death ” chapter lxxxii sindhu king news arjuna ’ oath reached enemy spies informed duryodhana ’ friends arjuna learnt jayadratha cause abhimanyu 
3162,’ death vowed kill sindhu king sunset next day vriddhakshatra illustrious king sindhus blessed son named jayadratha time birth prince voice heard say “ prince attain great glory attain happy regions slain battle one among warriors ages ranks among illustri
3163,ous field battle sever head body ” living beings must die hardly however wise brave welcome vriddhakshatr grieved hear voice declare son ’ end disturbed state mind uttered curse “ shall cause son ’ head roll ground shall head burst moment fragments ” jayad
3164,ratha grew reached manhood vriddhakshatra handed care state prince retired fores spent evening days austerities ashrama near plain afterwards became kurukshetra field battle jayadratha came know arjuna ’ vow remembered predictio n death feared end near “ w
3165,ant battle longer let go back country ” said duryodhana “ fear saindhava replied duryodhana “ veterans warriors stand danger karna chitrasena vivimsati bhurisravas salya vrishasena purumitra jaya bhoja kamboja sudakshina satyavrata v ikarna durmukha duhsas
3166,ana subahu kalinga avanti princes drona drona ’ illustrious son sakuni warriors danger whole army one task today defend againstarjuna leave us ” jayadratha agreed remain went drona said “ master taught arjuna know us well appraisal us two ” “ son dischar g
3167,ed duties teacher dealt impartially instruction arjuna arjuna excels superior discipline practice need disco uraged placed behind strong force arjuna easily pierce fight according traditi ancestors death comes us cowards well brave men warrior dying battle
3168, attains ease happy regions others attain great dif ficulty discard fear fight ” drona spoken thus jayadratha proceeded marshal forces next day twelve miles rear main army jayadratha detachment placed strongly guarded position bhurisravas karna aswatthama 
3169,salya vrishasena kripa forces pandava army dronacharya arraye main kaurava forces circular form ation backed supported lotus formation supported spike headed force beyond stood jayadratha drona stood head circular army resplendent white armour helmet seate
3170,d great chariot drawn beautiful chestnut coloured horses flag waved high displaying sacrificial platform deerskin formed drona ’ banner inspiring kaurava army utmost sacrifice valour duryodhana saw army formation confidence restored force consisting one th
3171,ousand armed chariots hundred elephants three thousand horsem en ten thousand foot soldiers fifteen hundred archers durmarshana one sons dhritarashtra moved forward main army blew conch uttered challenge “ dhananjaya whos e wrath prowess men speak let come
3172, forward striking us like pot upon rock break pieces eyes warriors ” arjuna stopped car bowshot half blew conch answer conchs blew kaurava army “ kesava drive towards durmarshana said arjuna “ shall pierce line elephants ” durmarshana ’ army beate n like c
3173,louds driven gale kaurava forces scattered fled directions duhsasana saw anger rose leading huge force elephants surrounded arjuna duhsas ana wicked man brave also fought arjuna fiercely field strewn dead finally withdrew defeated went back join drona forc
3174,es savyasachi ’ car swiftly proceeded forward passed drona “ illustrious one grieving son come wreak vengeance sindhu king crave blessings fulfilment vow said arjuna acharya acharya smiled said “ arjuna must first fight defeat reach jayadratha ” saying dro
3175,na dischar ged shower arrows arjuna ’ car partha also replied arrows acharya parried ease sent flaming shafts hit krishna arjuna pandava decided cut drona ’ bow bent gandiv purpo se even pulling bow string drona ’ shaft came cut string acharya still retain
3176,ing smile face rained shower arrows arjuna horses chariot arjuna fought back acharya showered arrows covered arjuna chariot darkness krishna saw things going well said “ partha waste time let us proceed use fighting brahmana seems know fatigue ” saying kri
3177,shna drove arjuna ’ chariot left acharya proceeded forward “ stop surely proceed without defeating enemy ” “ guru enemy acharya position son one wide world defeat ” said arjuna proceeded forward swift pace passing drona arjuna pierced bhoja army kritavarma
3178, sudakshina opposed passage defea ted srutayudha also tried stop arjuna ’ progress fierce battle srutayudha lost horses hurled mace krishna mother obtained mace result offering condition attached boon operated came back struck srutayud ha dead story mace p
3179,arnasa went penances pleased varuna obtained god boon son srutayudha may killed enemy “ shall give son divine weapon let use battles enemy able defeat kill use weapon one fight weapon recoil kill saying god varuna gave mace srutayudha fighting arjuna disre
3180,garding injunction hurled mace krishna fighting driving ariuna ’ chariot missile hit janardana ’ chest immediately rebounded fiercely back srutayudha like demo n recoiling fatally magician commits error uttering spell power holds thrall slew srutayudha lai
3181,d dead field like great forest tree blown storm king kamboja led forces arjuna fierce fight lay stretched dead field like great flagstaf f festival saw strong warriors srutayudha king kamboja slain kaurava forces great confusion srutayu brother asrutayu at
3182,tacked partha sides trying save situation greatly harassed one stage battle arjuna leaned flagstaf f dazed wounds received krishna spoke encouragingly arjuna recov ered resumed fight slaying two brothers well two sons continued struggle arjuna marched kill
3183,ing many warriors successfully made way jayadratha chapter lxxxiii borrowed armour dhritarashtra heard sanjaya relate success arjuna exclaimed “ oh sanjaya janardana came hastinapura seeking settlement told duryodhana great opportunity must lose told make 
3184,peace cousins ‘ kesava come us good turn disregard advice ’ said duryodhana heeded karna duhsasana said seemed better advice mine destroyer entered mind sought ruin drona deprecate war also bhishma bhurisravas kripa others obstinat e son would listen impel
3185,led inordinate ambition got entangled anger hatred invited ruinous war ” dhritarashtra thus lamenting sanjaya said “ avail regrets life giving water run waste seek stop breach prevent son kunti gambling done right thing great grief would stopped source eve
3186,n later firm stopp ed son evil ways calamity could avoided saw evil yet sound judgment followed foolish advice karna sakuni kesava yudhishthira drona respect vasudeva knows rectitude hypocrisy kauravas utmost warriors unequal opposing strength arjuna krish
3187,na satyaki bhima duryodh ana spread putting forth utmost strength meet accuse devoted soldiers ” “ dear sanjaya admit dereliction duty say right one change course fate tell happened tell ever unpleasant ” said old king convulsed grief obedient old king ’ b
3188,ehest sanjaya continued narration duryodhana greatly agitated saw arjuna ’ chariot proceeding triumphantly towards sindhu king rushed drona complained bitterly “ arjuna effected breach great army advanced jayadratha ’ position seeing discomfiture warriors 
3189,protecting sindhu king surely lose heart believed impossible arjuna get past falsified advanced eyes nothing done prevent seem indeed bent helping pandavas great distress mind “ sir tell matter offended letting way known would asked jayadratha stay great m
3190,istake committed letting go desired back country arjuna attacks possible escape death forgive talking foolishly distra cted grief go person save saindhava ” frantic appeal drona made answer “ king shall take offence thoughtless unworthy remarks like son as
3191,watthama dearer ask take coat armour donning go stop arjuna presence necessary part field see clouds arrows panda va army attacking us great force yudhishthira unsuppor ted arjuna opportunity wanted plan borne fruit must take yudhishthira prisoner deliver 
3192,give objective run phalguna go arjuna battle array hopelessly broken shall lost let put armour go confidence fear valour skill expe rience coat protect weapons let blow pass body go forth battle duryodhana confidence indra clad armour given brahma may vict
3193,ory ” duryodhana ’ confidence restored acharya directed went accoutred magic armour accompanied large force soldiers attack arjuna arjuna crossed kaurava army gone far ahead towards jayadratha kept safety seeing horses somewhat fatigued krishna stopped cha
3194,riot unyo ke tired animals brothers vinda anuvinda came suddenly andbegan attack arjuna defeated arjuna scattered forces slew krishna unyoked chariot let horses roll mud horses rested refreshed proceeded according plan “ dhananjaya look behind comes foolha
3195,rdy duryodhana good luck long suppressed anger time let yourse lf go man caused grief delivering hands remember great archer well versed bow lore also keen strong limbed fighter ” thus said krishna halted give battle kaurava duryodhana approached without f
3196,ear “ say arjuna done acts prowess seen let see courage skill indeed great reputation ” said duryodhana arjuna began battle combat fierce indeed krishna surprised “ partha astonished ” said krishna “ arrows seem hurt duryodhana ’ first time see shafts proc
3197,eeding gandiva strike targets without effect strange arms lost power gandiva lost quality arrows strike duryodhana drop ground without piercing puzzling ” arjuna smiled replied “ understand man come accoutred drona charm ed armour acharya taught secret arm
3198,our man wears bullock might see fun saying thus arjuna proceeded shoot arrows first depriving duryodhana horses charioteer car arjuna broke bow disarmed compl etely thereafter sent needle like darts pierced parts duryodhana ’ body covered armour could bear
3199, longer turned fled duryodha na thus discomfited krishna blew conch sent thrill fear jayadratha ’ army warriors around sindhu king surprised got ready chariots andbhurisravas chala karna vrishasena kripa salya aswatthama jayadratha eight arrayed forces arj
3200,una chapter lxxxiv yudhishthira ’ misgivings pandavas saw duryodhana proceeding direction arjuna attacked kaura va army force hold drona prevent going jayad ratha ’ rescue dhrishtadyumna led forces repeatedly drona result kaurava army fight three fronts gr
3201,eatly weakened driving chariot right drona ’ dhrishtadyumna attacked violently drona ’ chestnut horses panchala ’ dove coloured ones entangled one anothe r presented picturesque sight like clouds sunset dhrishtadyum na threw away bow sword shield hand spra
3202,ng upon drona ’ chariot standing shafts vehicle horse yoke attacked drona bewilderingly seeming scorch baleful bloodshot eyes long fight go drona pulled bow great wrath sent shaft would drunk panchala ’ life unex pected intervention satyaki sent arrow dive
3203,rted acharya ’ shaft drona turned attacked satyaki enabled panchala warrio rs take dhrishtadyumna away drona hissing like black cobra eyes red anger advanced satyaki among front rank warriors pandava side saw drona desiring battle went forward accept chall
3204,enge “ man giving vocation brahmana taken profession fighting causing distress pandavas ” satyaki said charioteer ‘ man principal cause duryodhana ’ arrogance man fancies great soldier ever bursting conceit must teach lesson take chariot quickly ” satyaki 
3205,’ chario teer accordingly lashed silver white horses took car great pace satyaki drona shot shafts one anoth er quick covered sun battlefield darkness steel shafts swished glimmering like newly sloughed snakes rushing chariot hoods flagstaf fs sides batter
3206,ed drona well satyaki bleeding profusely warriors either side stood still watching duel blow conchs raise war cries sound lion roars devas vidyadharas gandharvas yakshas watched great battle drona ’ bow broken well aimed shaft satyaki son bharadwaja take a
3207,nother bow even strung satyaki shot drona took another bow shot went till drona lost hundred one bows without able shoot arrow great achar ya said “ man satyaki warrior class sri rama kartavirya dhananjaya bhishma ” glad opponent worthy craftsman ’ profess
3208,ional joy skill display ed art loved every specially charged shaft drona sent satyaki ready answer equivalent quality long equal combat continue drona unrivalled skill archery resolved killing satyaki sent fire astra satyaki saw losing time sent v aruna as
3209,tra counteract satyaki ’ strength began fail seeing kaurava warriors glad shouted satisfaction yudhishthira saw satyaki hard pressed told nearby go satyaki ’ relief “ great good hero yuyud hana overpowered drona go ” said dhrishtadyumna “ brahmana otherwis
3210,e slay satyaki minutes hesitating go drona playing satyaki cat plays bird satyaki indeed paws destroyer ” yudhishthira ordered army make powerful attack drona satyaki saved difficulty sound krishna ’ conch heard sector arjuna fighting “ satyaki hear pancha
3211,janya ” cried yudhishthira “ twang arjuna ’ bow accompa ny fear arjuna surrounded byjayadratha ’ friends danger arjuna opposed forces front rear pierced kaurava ranks morning come back yet though greater part day gone krishna ’ conch heard fear dhananjaya 
3212,slain therefo krishna taken arms satyaki nothing accomplish bosom friend arjuna taugh mortal danger often arjuna spoken admiringly great skill prow ess ‘ another soldier like satyaki ’ said forest oh look dust rising side certain arjuna surroun ded jayadra
3213,tha powerful warrior many enemy warriors helping resolve die defence go satyaki ” thus dharmaputra speak great trepidation satyaki weary battle drona replied “ faultless among men shall obey command would dhananjaya ’ sake life merest trifle eyes order rea
3214,dy fight gods allow put wise v asudeva arjuna told left ‘ return slaying jayadratha leave yudhishthira ’ side vigilant protecting entrust confidence go one warrior kaurava army fear drona know sworn intention go leaving dharmaputra ’ safety hands ’ thus sa
3215,id vasudeva arjuna went arjuna laid trust believing fit disregard command fear arjuna ’ safety one defeat sindhu king others cope sixte enth part arjuna dharmaputra shall entrust safety must go see one stand drona comes seize ask go consider well command l
3216,eave ” “ satyaki ” replied yudhishthira “ thought weighed dang er st need concluded must go leave full permission powerful bhim look safety dhrishtad yumna also many others besides need worry ” saying yudhishthira placed boxful arrows weapons satyaki ’ cha
3217,riot got fresh horses yoked thereto sent satyaki uttering benedictions “ bhimasena yudhishthira charge vigilant ” said satyaki went join dhananjaya satyaki met violent resistance proceeded dash kaurava forces cut way bearing opposition resistan ce stiff pr
3218,ogress slow drona saw satyaki part yudhishthira began assault pandava formation witho ut rest interval began break retreat yudhishthira greatly agitated another name satyaki chapter lxxxv yudhishthira ’ fond hope “ arjuna returned satyaki sent bhima fear g
3219,rows hear panchajanya twang arjuna ’ bow string satyaki bravest loyal friends come back tidings anxiety increasing every moment ” said yudhishthira bhima great perplexity mind “ never seen agitated ” replied bhimasena “ let fortitude grow less command plea
3220,se let wheels mind stick mud anxiety ” “ dearest bhima fear brother slain seems madhava taken arms hear conch madhava hear resounding twang gandiva fear dhananjaya unrivalled hero centred hopes killed mind confused would tell go arjuna join satyak needs do
3221,ne come back satyaki orders pierced kaurava ranks proceeded direction arjuna go likewise indeed see alive shall know lion roar ” “ lord grieve shall go let know safe ” said bhima immediately turning dhrishtadyumna said “ panchala know well drona seeking me
3222,ans seize dharmaputra alive foremost duty protect king must also obey fulfil command go trusting care ” “ bhima concerned go assured mind drona take yudhishthira without first killing ” said heroic son drupada sworn enemy drona bhima hurried away kauravas 
3223,surrounded bhima full force sought prevent going arjuna ’ relief like lion scattering less noble beasts put enemies flight killing less eleven sons dhritarashtra bhima approached drona “ stop ” cried drona “ enemy proceed without defeating brother arjuna w
3224,ent consent let go ” drona spoke thus believing would receive courtesy bhima arjuna bhima furious hearing words drona answered scornfully “ oh brahmana permission arjuna went broke resistance pierced battle lines fighting way hurt pity shall like arjuna sh
3225,ow mercy enemy upon time preceptor like father us respected said enemy may ” saying bhima aimed mace drona ’ chariot crumbled pieces drona take another chariot second chariot broken pieces bhima forced way overcoming opposition drona lost eight chariots da
3226,y army bhojas tried stop bhima completely destroyed proceeded mowi ng opposition reached arjuna fighting jayadratha ’ forces soon espied arjuna bhima roared like lion hearing roar krishna arjuna exceedingly pleased raised yells joy yudhishthira heard roars
3227, relieved doubts anxieties pronounced blessings arjuna thought within “ sun sets today arjuna ’ oath fulfilled slay man caused abhimanyu ’ death return triumph duryodhana may sue peace jayadratha ’ death seeing many brothers slain possible foolish duryodha
3228, na may see light lives numerous kings great warriors sacrificed field battle even stubborn narrow vision ed duryodhana may see fault ask peace indeed happen great grandsire bhishma offered sacrifice wicked enmity end shall saved cruel destruction ” thus y
3229,udhishthira fondly hoping dreaming peace battle raging great fury bhima satyaki arjuna engaging enemy lord knows travail world must evolve ways inscrutable chapter lxxxvi karna bhima arjuna left yudhishthira behind repel drona ’ attacks gone make good word
3230, sunset jayadratha would lie dead field battle jayadratha main cause abhimanyu ’ death effectively prevented relief abhimanyu pand avas thereby caused abhimanyu isolated overpowered slain seen yudhishthira anxiety sent first satyaki bhima join arjun battle
3231, jayadratha bhima reached arjuna engaged sounded simhanada dharmaputra heard lion roar bhima knew arjuna found alive fourteenth day battle raged fiercely many points satyaki bhurisravas one place bhima karna another arjuna jayadratha third drona remained m
3232,ain front resisting attack panchalas pandavas leading counter offensive duryodhana arrived forces sector arjuna attacked jayadratha soon defeated turned back battle thus raged long furiously one front armies deployed side exposed danger rear duryodhana spe
3233,aking drona “ arjuna bhima satyaki treated us contempt proceeded successfully jayadratha ’ sector pressing hard sindhu king indeed strange command battle rray broke n plans completely foiled everyone asks great drona mastery science war badly outmanoe uvre
3234,d answer shall make betrayed ” duryodhana thus bitterly reproached drona replied unperturbed “ duryodhana accusations unworthy contrary truth nothing gained talking past beyond repair think done ” “ sir advise tell done give best consideration difficulties
3235, situation decide let us quickly ” puzzled perplexed thus duryodhana plead drona replied “ son situation doubt serious three great generals advanced outman oeuvring us much reason anxious rear left open attack sides position therefore safe heartened go jay
3236,adratha support avail dishearten oneself dwelling past defeats difficulties best stay send reinforcements required must keep panchalas pandava army engaged otherwise shall wholly destroyed ” accordingly duryodhana went fresh reinforcements arjuna directing
3237, attack jayadratha narrative fourteenth day ’ fighting kurukshetra shows even mahabharata times modern tactics turning enveloping movements unknown advantages risks strategy appear fully understood discussed even days arjuna ’ flanking manoeuvres perplexed
